"age"	"workclass"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"nativeCountry"
48	"Self-emp-inc"	"Masters"	14	"Married-spouse-absent"	"Sales"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	"India"
31	"Private"	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
20	"State-gov"	"Assoc-acdm"	12	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
27	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
32	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"Black"	"Female"	"United-States"
37	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Divorced"	"Priv-house-serv"	"Unmarried"	"Black"	"Female"	"United-States"
90	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Machine-op-inspct"	"Own-child"	"Black"	"Female"	"United-States"
43	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
44	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
24	"Private"	"Some-college"	10	"Never-married"	"Tech-support"	"Not-in-family"	"White"	"Female"	"United-States"
28	"Private"	"Prof-school"	15	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Male"	"United-States"
23	"Private"	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
20	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
61	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
53	"Self-emp-not-inc"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"Canada"
30	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
52	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Some-college"	10	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"Iran"
32	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
30	"Self-emp-not-inc"	"12th"	8	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"Assoc-voc"	11	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Female"	"United-States"
49	"Local-gov"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
45	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
43	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
61	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"Mexico"
34	"Private"	"Assoc-acdm"	12	"Separated"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
49	"Private"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
35	"Private"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"12th"	8	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Assoc-acdm"	12	"Divorced"	"Tech-support"	"Not-in-family"	"White"	"Female"	"United-States"
22	"Local-gov"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	"United-States"
38	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
37	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
48	"State-gov"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
17	"Private"	"11th"	7	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
19	"Self-emp-not-inc"	"Some-college"	10	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
27	"Private"	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"Black"	"Female"	"United-States"
22	"Private"	"Bachelors"	13	"Never-married"	"Sales"	"Own-child"	"Asian-Pac-Islander"	"Male"	"Taiwan"
49	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
43	"State-gov"	"Assoc-voc"	11	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
43	"Private"	"Bachelors"	13	"Separated"	"Prof-specialty"	"Unmarried"	"White"	"Female"	"United-States"
19	"Local-gov"	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
58	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
41	"Local-gov"	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
32	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
42	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
41	"Federal-gov"	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
44	"Self-emp-not-inc"	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
31	"Private"	"Doctorate"	16	"Married-spouse-absent"	"Prof-specialty"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	"China"
34	"Private"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
21	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
22	"Self-emp-not-inc"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"Asian-Pac-Islander"	"Male"	"India"
62	"Private"	"10th"	6	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
29	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	"United-States"
43	"Private"	"Some-college"	10	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Female"	"United-States"
45	"Self-emp-inc"	"Bachelors"	13	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
39	"Self-emp-inc"	"9th"	5	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"Mexico"
41	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Black"	"Male"	"United-States"
34	"Self-emp-not-inc"	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
34	"Local-gov"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
31	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
41	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
35	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"Mexico"
33	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	"United-States"
37	"State-gov"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
69	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	"United-States"
34	"Private"	"HS-grad"	9	"Divorced"	"Handlers-cleaners"	"Own-child"	"White"	"Female"	"United-States"
36	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
58	"Local-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
53	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Asian-Pac-Islander"	"Male"	"Japan"
29	"Private"	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
45	"Federal-gov"	"HS-grad"	9	"Divorced"	"Tech-support"	"Not-in-family"	"White"	"Female"	"United-States"
34	"State-gov"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
48	"Private"	"Some-college"	10	"Divorced"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
20	"Private"	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
35	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
63	"Federal-gov"	"HS-grad"	9	"Widowed"	"Handlers-cleaners"	"Not-in-family"	"Black"	"Male"	"United-States"
41	"Self-emp-not-inc"	"Some-college"	10	"Divorced"	"Other-service"	"Unmarried"	"White"	"Male"	"United-States"
28	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"Some-college"	10	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"Black"	"Female"	"United-States"
31	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	"Mexico"
37	"Private"	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
31	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"Jamaica"
46	"Self-emp-not-inc"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
35	"Federal-gov"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"Black"	"Male"	"United-States"
27	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"1st-4th"	2	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"Mexico"
19	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
20	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
59	"Federal-gov"	"HS-grad"	9	"Widowed"	"Sales"	"Unmarried"	"White"	"Female"	"Germany"
40	"Private"	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
56	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
33	"Private"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
30	"Self-emp-inc"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
46	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
61	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
50	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
40	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
51	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
43	"State-gov"	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"Mexico"
46	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
28	"State-gov"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
20	"Private"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
44	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
51	"Private"	"HS-grad"	9	"Widowed"	"Transport-moving"	"Unmarried"	"White"	"Male"	"United-States"
33	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
50	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
33	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"Black"	"Female"	"United-States"
65	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
88	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
40	"Private"	"HS-grad"	9	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Male"	"United-States"
51	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
50	"Private"	"11th"	7	"Divorced"	"Other-service"	"Not-in-family"	"Black"	"Female"	"United-States"
25	"Private"	"Masters"	14	"Married-civ-spouse"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	"United-States"
20	"Private"	"Assoc-voc"	11	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
47	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
22	"Private"	"Assoc-voc"	11	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
50	"State-gov"	"HS-grad"	9	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
24	"Local-gov"	"11th"	7	"Never-married"	"Other-service"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	"United-States"
40	"Private"	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
32	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
44	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
59	"Federal-gov"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Own-child"	"Black"	"Female"	"United-States"
65	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
24	"State-gov"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
27	"Local-gov"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Male"	"United-States"
51	"Private"	"Assoc-voc"	11	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
48	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
19	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
49	"Local-gov"	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Not-in-family"	"Black"	"Female"	"United-States"
51	"Local-gov"	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
59	"Private"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
18	"Private"	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Female"	"Dominican-Republic"
45	"Federal-gov"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"Black"	"Male"	"United-States"
30	"Local-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
37	"Private"	"Bachelors"	13	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
44	"Private"	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
33	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	"United-States"
61	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
61	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
44	"Self-emp-inc"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
37	"Private"	"Some-college"	10	"Separated"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
31	"Private"	"Some-college"	10	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Female"	"United-States"
54	"Private"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
20	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
48	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Amer-Indian-Eskimo"	"Male"	"United-States"
31	"Private"	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
38	"Private"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
45	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
48	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
55	"Private"	"HS-grad"	9	"Widowed"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
29	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
42	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
50	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"England"
75	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
46	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
52	"Federal-gov"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
27	"Private"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
43	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"11th"	7	"Separated"	"Other-service"	"Not-in-family"	"Black"	"Female"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
34	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
41	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Other-relative"	"White"	"Female"	"Cuba"
31	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
42	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
35	"Private"	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	"United-States"
55	"Private"	"HS-grad"	9	"Separated"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
36	"State-gov"	"HS-grad"	9	"Widowed"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
65	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Local-gov"	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
62	"Private"	"Some-college"	10	"Widowed"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
54	"Self-emp-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
49	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	"United-States"
32	"Private"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Female"	"United-States"
51	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
48	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
52	"Federal-gov"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
28	"Self-emp-not-inc"	"Some-college"	10	"Never-married"	"Transport-moving"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Asian-Pac-Islander"	"Male"	"United-States"
38	"Private"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
57	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
43	"Federal-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
37	"State-gov"	"Some-college"	10	"Separated"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
30	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
73	"Private"	"HS-grad"	9	"Widowed"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
22	"Self-emp-inc"	"Some-college"	10	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
31	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
38	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
50	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
37	"Private"	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
44	"Local-gov"	"Bachelors"	13	"Divorced"	"Protective-serv"	"Not-in-family"	"White"	"Male"	"United-States"
47	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Unmarried"	"Black"	"Female"	"United-States"
27	"Private"	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"Assoc-acdm"	12	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Tech-support"	"Not-in-family"	"Black"	"Female"	"United-States"
20	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
51	"Local-gov"	"Bachelors"	13	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
46	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
67	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
42	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
52	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
42	"Federal-gov"	"Assoc-acdm"	12	"Divorced"	"Prof-specialty"	"Unmarried"	"Asian-Pac-Islander"	"Female"	"Philippines"
21	"Private"	"Some-college"	10	"Never-married"	"Farming-fishing"	"Own-child"	"Black"	"Male"	"United-States"
50	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	"United-States"
46	"Private"	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
